case_id,repo_id,source_library,target_library,disposition,reason
sudiptob2@cf-stats__ce93670b__requests__requests_futures,sudiptob2@cf-stats__ce93670b,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
sudiptob2@cf-stats__ce93670b__requests__treq,sudiptob2@cf-stats__ce93670b,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
sudiptob2@cf-stats__ce93670b__requests__urllib3,sudiptob2@cf-stats__ce93670b,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
suresoft-glados@sbfl__056ecf1f__tqdm__alive-progress,suresoft-glados@sbfl__056ecf1f,tqdm,alive-progress,retained_full_594,Included in the published full_594 evaluation set.
suresoft-glados@sbfl__056ecf1f__tqdm__progressbar2,suresoft-glados@sbfl__056ecf1f,tqdm,progressbar2,retained_full_594,Included in the published full_594 evaluation set.
texzk@hexrec__a3553b56__click__plac,texzk@hexrec__a3553b56,click,plac,baseline_reproducibility,"A large set of baseline assertions no longer matches current behavior, especially expected list-vs-tuple record representations."
texzk@hexrec__a3553b56__click__typer,texzk@hexrec__a3553b56,click,typer,baseline_reproducibility,"A large set of baseline assertions no longer matches current behavior, especially expected list-vs-tuple record representations."
texzk@hexrec__a3553b56__colorama__rich,texzk@hexrec__a3553b56,colorama,rich,baseline_reproducibility,"A large set of baseline assertions no longer matches current behavior, especially expected list-vs-tuple record representations."
texzk@hexrec__a3553b56__colorama__termcolor,texzk@hexrec__a3553b56,colorama,termcolor,baseline_reproducibility,"A large set of baseline assertions no longer matches current behavior, especially expected list-vs-tuple record representations."
treasure-data@td-client-python__099f9578__urllib3__aiohttp,treasure-data@td-client-python__099f9578,urllib3,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
treasure-data@td-client-python__099f9578__urllib3__httpx,treasure-data@td-client-python__099f9578,urllib3,httpx,retained_full_594,Included in the published full_594 evaluation set.
treasure-data@td-client-python__099f9578__urllib3__requests,treasure-data@td-client-python__099f9578,urllib3,requests,retained_full_594,Included in the published full_594 evaluation set.
trellis-ldp@py-ldnlib__83703c26__requests__aiohttp,trellis-ldp@py-ldnlib__83703c26,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
trellis-ldp@py-ldnlib__83703c26__requests__httpx,trellis-ldp@py-ldnlib__83703c26,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
trellis-ldp@py-ldnlib__83703c26__requests__pycurl,trellis-ldp@py-ldnlib__83703c26,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
trellis-ldp@py-ldnlib__83703c26__requests__requests_futures,trellis-ldp@py-ldnlib__83703c26,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
trellis-ldp@py-ldnlib__83703c26__requests__treq,trellis-ldp@py-ldnlib__83703c26,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
trellis-ldp@py-ldnlib__83703c26__requests__urllib3,trellis-ldp@py-ldnlib__83703c26,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
ungarj@tilematrix__275b4d79__click__plac,ungarj@tilematrix__275b4d79,click,plac,retained_full_594,Included in the published full_594 evaluation set.
ungarj@tilematrix__275b4d79__click__typer,ungarj@tilematrix__275b4d79,click,typer,retained_full_594,Included in the published full_594 evaluation set.
unpywall@unpywall__7909fde0__requests__aiohttp,unpywall@unpywall__7909fde0,requests,aiohttp,baseline_reproducibility,The tests depend on live Unpaywall/DOI lookup and download behavior whose responses were empty or invalid in reproduction.
unpywall@unpywall__7909fde0__requests__httpx,unpywall@unpywall__7909fde0,requests,httpx,baseline_reproducibility,The tests depend on live Unpaywall/DOI lookup and download behavior whose responses were empty or invalid in reproduction.
unpywall@unpywall__7909fde0__requests__pycurl,unpywall@unpywall__7909fde0,requests,pycurl,baseline_reproducibility,The tests depend on live Unpaywall/DOI lookup and download behavior whose responses were empty or invalid in reproduction.
unpywall@unpywall__7909fde0__requests__requests_futures,unpywall@unpywall__7909fde0,requests,requests_futures,baseline_reproducibility,The tests depend on live Unpaywall/DOI lookup and download behavior whose responses were empty or invalid in reproduction.
unpywall@unpywall__7909fde0__requests__treq,unpywall@unpywall__7909fde0,requests,treq,baseline_reproducibility,The tests depend on live Unpaywall/DOI lookup and download behavior whose responses were empty or invalid in reproduction.
unpywall@unpywall__7909fde0__requests__urllib3,unpywall@unpywall__7909fde0,requests,urllib3,baseline_reproducibility,The tests depend on live Unpaywall/DOI lookup and download behavior whose responses were empty or invalid in reproduction.
uploadcare@migro__31199fb3__aiohttp__httpx,uploadcare@migro__31199fb3,aiohttp,httpx,retained_full_594,Included in the published full_594 evaluation set.
usda-ars-ussl@fluxpart__248f0b59__attrs__cattrs,usda-ars-ussl@fluxpart__248f0b59,attrs,cattrs,retained_full_594,Included in the published full_594 evaluation set.
vianneymi@monggregate__3bb0933e__python-dotenv__dynaconf,vianneymi@monggregate__3bb0933e,python-dotenv,dynaconf,retained_full_594,Included in the published full_594 evaluation set.
vianneymi@monggregate__3bb0933e__python-dotenv__environs,vianneymi@monggregate__3bb0933e,python-dotenv,environs,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__cryptography__pycryptodome,xchwarze@samsung-tv-ws-api__243b6952,cryptography,pycryptodome,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__requests__aiohttp,xchwarze@samsung-tv-ws-api__243b6952,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__requests__httpx,xchwarze@samsung-tv-ws-api__243b6952,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__requests__pycurl,xchwarze@samsung-tv-ws-api__243b6952,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__requests__requests_futures,xchwarze@samsung-tv-ws-api__243b6952,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__requests__treq,xchwarze@samsung-tv-ws-api__243b6952,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
xchwarze@samsung-tv-ws-api__243b6952__requests__urllib3,xchwarze@samsung-tv-ws-api__243b6952,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
yihong0618@klingcreator__e567c6a1__requests__aiohttp,yihong0618@klingcreator__e567c6a1,requests,aiohttp,retained_full_594,Included in the published full_594 evaluation set.
yihong0618@klingcreator__e567c6a1__requests__httpx,yihong0618@klingcreator__e567c6a1,requests,httpx,retained_full_594,Included in the published full_594 evaluation set.
yihong0618@klingcreator__e567c6a1__requests__pycurl,yihong0618@klingcreator__e567c6a1,requests,pycurl,retained_full_594,Included in the published full_594 evaluation set.
yihong0618@klingcreator__e567c6a1__requests__requests_futures,yihong0618@klingcreator__e567c6a1,requests,requests_futures,retained_full_594,Included in the published full_594 evaluation set.
yihong0618@klingcreator__e567c6a1__requests__treq,yihong0618@klingcreator__e567c6a1,requests,treq,retained_full_594,Included in the published full_594 evaluation set.
yihong0618@klingcreator__e567c6a1__requests__urllib3,yihong0618@klingcreator__e567c6a1,requests,urllib3,retained_full_594,Included in the published full_594 evaluation set.
